Academy College (Bloomington, MN)
Academy of Salon and Spa (Fort Smith, AR)
Academy of Vocal Arts (Philadelphia, PA)
Acaydia School of Aesthetics (Provo, UT)
Access Careers (Hempstead, NY)
Access Careers-Islandia (Islandia, NY)
Ace Cosmetology and Barber Training Center (Waterbury, CT)
Ace Institute of Technology (New York, NY)
Acupuncture and Integrative Medicine College-Berkeley (Berkeley, CA)
Acupuncture and Massage College (Miami, FL)
Adams State College (Alamosa, CO)
Adelphi University (Garden City, NY)
Adrian College (Adrian, MI)
Adrian H. Wallace Barber Academy (Pensacola, FL)
Adrian's College of Beauty Turlock (Turlock, CA)
Adult and Community Education-Hudson (Columbus, OH)
Adult and Continuing Education-BCTS (Hackensack, NJ)
Advance Beauty College (Garden Grove, CA)
Advance Beauty Techs Academy (San Jacinto, CA)
Advance Science International College (Miami Lakes, FL)
Advanced Barber College and Hair Design (Weslaco, TX)
Advanced Beauty College (Irving, TX)
Advanced Career Institute (Visalia, CA)
Advanced College (South Gate, CA)
Advanced Technology Institute (Virginia Beach, VA)
Advanced Training Institute (Las Vegas, NV)
Advanced Welding Institute (South Burlington, VT)
Advantage Career Institute (Eatontown, NJ)
Advantage Technical College (Manati, PR)
Advantage Technical College (San Juan, PR)
Advantage Technical College-Aguadilla (Aguadilla, PR)
AdventHealth University (Orlando, FL)
Aesthetic Science Institute (Latham, NY)
Agnes Scott College (Decatur, GA)
Aiken School of Cosmetology and Barbering (Aiken, SC)
Aiken Technical College (Graniteville, SC)
Aims Community College (Greeley, CO)
Air Force Institute of Technology-Graduate School of Engineering & Management (Wright-Patterson AFB, OH)
Alabama A & M University (Normal, AL)
Alabama College of Osteopathic Medicine (Dothan, AL)
Alabama School of Nail Technology & Cosmetology (Jackson, AL)
Alabama State College of Barber Styling (Gardendale, AL)
Alabama State University (Montgomery, AL)
Alamance Community College (Graham, NC)
Alamo City Barber College (San Antonio, TX)
Alamo Community College District Central Office (San Antonio, TX)
Alaska Bible College (Palmer, AK)
Alaska Career College (Anchorage, AK)
Alaska Christian College (Soldotna, AK)
Alaska Pacific University (Anchorage, AK)
Alaska Vocational Technical Center (Seward, AK)
Albany BOCES-Adult Practical Nursing Program (Albany, NY)
Albany College of Pharmacy and Health Sciences (Albany, NY)
Albany Law School (Albany, NY)
Albany Medical College (Albany, NY)
Albany State University (Albany, GA)
Albany Technical College (Albany, GA)
Albert Einstein College of Medicine (Bronx, NY)
Albertus Magnus College (New Haven, CT)
Albion College (Albion, MI)
Albizu University-Miami (Miami, FL)
Albizu University-San Juan (San Juan, PR)
Albright College (Reading, PA)
Alcorn State University (Alcorn State, MS)
Alder Graduate School of Education (Redwood City, CA)
Alderson Broaddus University (Philippi, WV)
Alexander Academy (Lunenburg, MA)
Alexander Paul Institute of Hair Design (Greenville, NC)
Alexandria School of Scientific Therapeutics (Alexandria, IN)
Alfred University (Alfred, NY)
Alhambra Beauty College (Alhambra, CA)
Alhambra Medical University (Alhambra, CA)
Alice Lloyd College (Pippa Passes, KY)
All Beauty College (Bullhead City, AZ)
All Beauty College (Kingman, AZ)
All Beauty College (Lake Havasu City, AZ)
All-State Career School (Essington, PA)
All-State Career School-Pittsburgh (West Mifflin, PA)
All-State Career-Baltimore (Baltimore, MD)
Allan Hancock College (Santa Maria, CA)
Allegany College of Maryland (Cumberland, MD)
Allegheny College (Meadville, PA)
Allegheny Wesleyan College (Salem, OH)
Allen County Community College (Iola, KS)
Allen School-Brooklyn (Brooklyn, NY)
Allen School-Jamaica (Jamaica, NY)
Allen School-Phoenix (Phoenix, AZ)
Allen University (Columbia, SC)
Allgood Beauty Institute (Frisco, TX)
Alliance Career Center (Alliance, OH)
Alliance Computing Solutions (Flushing, NY)
Alliant International University-San Diego (San Diego, CA)
Allied Health Careers Institute (Murfreesboro, TN)
Allstate Hairstyling & Barber College (Cleveland, OH)
Alma College (Alma, MI)
Alpena Community College (Alpena, MI)
Altierus Career College-Bissonnet (Houston, TX)
Altierus Career College-Norcross (Norcross, GA)
Altierus Career College-Tampa (Tampa, FL)
Altoona Beauty School Inc (Altoona, PA)
Altura College (Pullman, WA)
Alvernia University (Reading, PA)
Alvin Community College (Alvin, TX)
Amarillo College (Amarillo, TX)
Amberton University (Garland, TX)
AmeriTech College-Draper (Draper, UT)
AmeriTech College-Provo (Provo, UT)
America Evangelical University (Los Angeles, CA)
American Academy McAllister Institute of Funeral Service (New York, NY)
American Academy of Cosmetology (Orange Park, FL)
American Academy of Dramatic Arts-Los Angeles (Los Angeles, CA)
American Academy of Dramatic Arts-New York (New York, NY)
American Academy of Health and Beauty (Manchester, NH)
American Advanced Technicians Institute (Hialeah, FL)
American Baptist College (Nashville, TN)
American Barber and Beauty Academy (Reading, PA)
American Beauty Academy (Payson, UT)
American Beauty Academy-West Valley Campus (West Valley City, UT)
American Beauty College (West Covina, CA)
American Beauty School (Bronx, NY)
American Beauty Schools (Miami, FL)
American Business and Technology University (St Joseph, MO)
American Career College-Anaheim (Anaheim, CA)
American Career College-Los Angeles (Los Angeles, CA)
American Career College-Ontario (Ontario, CA)
American College for Medical Careers (Orlando, FL)
American College of Acupuncture and Oriental Med (Houston, TX)
American College of Barbering (Louisville, KY)
American College of Barbering - Murfreesboro,TN (Murfreesboro, TN)
American College of Education (Indianapolis, IN)
American College of Financial Services (King of Prussia, PA)
American College of Hair Design Inc (Sedalia, MO)
American College of Healthcare Sciences (Portland, OR)
American College of Healthcare and Technology (Huntington Park, CA)
American College of Healthcare and Technology (Riverside, CA)
American College of the Building Arts (Charleston, SC)
American Conservatory Theater (San Francisco, CA)
American Educational College (Bayamon, PR)
American Film Institute Conservatory (Los Angeles, CA)
American Fitness and Nutrition Academy (Pasadena, CA)
American Institute of Alternative Medicine (Columbus, OH)
American Institute of Alternative Medicine (East Brunswick, NJ)
American Institute of Beauty (Largo, FL)
American Institute of Healthcare & Technology (Stratford, CT)
American Institute of Interior Design (Fountain Hills, AZ)
American Institute of Massage Therapy (Santa Ana, CA)
American Institute of Medical Sciences & Education (Piscataway, NJ)
American Institute-Clifton (CLIFTON, NJ)
American Institute-Somerset (Somerset, NJ)
American Institute-Toms River (Toms River, NJ)
American Institute-West Hartford (West Hartford, CT)
American InterContinental University (Chandler, AZ)
American InterContinental University-Atlanta (Atlanta, GA)
American InterContinental University-Houston (Houston, TX)
American International College (Springfield, MA)
American Jewish University (Los Angeles, CA)
American Massage & Bodywork Institute (Vienna, VA)
American Medical Academy (Miami, FL)
American Medical Institute Inc. (Houston, TX)
American Medical Sciences Center (Glendale, CA)
American Musical and Dramatic Academy (New York, NY)
American National University (Salem, VA)
American National University-Pikeville (Pikeville, KY)
American Public University System (Charles Town, WV)
American River College (Sacramento, CA)
American Samoa Community College (Pago Pago, AS)
American School of Nursing and Medical Careers (Manchester, NH)
American Sentinel University (Denver, CO)
American Technical Institute (Bayamon, PR)
American Trade School (Saint Ann, MO)
American University (Washington, DC)
American University of Health Sciences (Signal Hill, CA)
American University of Puerto Rico (Bayamon, PR)
American University of Puerto Rico (Manati, PR)
Amherst College (Amherst, MA)
Amridge University (Montgomery, AL)
Amslee Institute (Sarasota, FL)
Anabaptist Mennonite Biblical Seminary (Elkhart, IN)
Ancilla College (Donaldson, IN)
Anderson University (Anderson, IN)
Anderson University (Anderson, SC)
Andrew College (Cuthbert, GA)
Andrews University (Berrien Springs, MI)
Angeles College (Los Angeles, CA)
Angeles Institute (ARTESIA, CA)
Angelina College (Lufkin, TX)
Angelo State University (San Angelo, TX)
Ann Webb Skin Institute (Austin, TX)
Anna Maria College (Paxton, MA)
Anne Arundel Community College (Arnold, MD)
Annenberg School of Nursing (Reseda, CA)
Another Level Barbering and Cosmetology School (Petersburg, VA)
Anousheh School of Hair (Binghamton, NY)
Anson College of Cosmetology (Wadesboro, NC)
Antelope Valley College (Lancaster, CA)
Antilles School of Technical Careers (San Juan, PR)
Antioch College (Yellow Springs, OH)
Antioch College AG (Hampton, VA)
Antioch New England Graduate School-Nh (Keene, NH)
Antioch University Online (Yellow Springs, OH)
Antioch University-Los Angeles (Culver City, CA)
Antioch University-Midwest (Yellow Springs, OH)
Antioch University-PhD Program in Leadership and Change (Yellow Springs, OH)
Antioch University-Santa Barbara (Santa Barbara, CA)
Antioch University-Seattle (Seattle, WA)
Antioch University-System Administration (Yellow Springs, OH)
Aparicio-Levy Technical College (Tampa, FL)
Apex Academy Hair Skin Nails School of Cosmetology (Ontario, OH)
Apex College of Veterinary Technology (Colorado Springs, CO)
Apex Technical School (Long Island City, NY)
Apollo Career Center (Lima, OH)
Appalachian Beauty School (Belfry, KY)
Appalachian Bible College (Mount Hope, WV)
Appalachian College of Pharmacy (Oakwood, VA)
Appalachian School of Law (Grundy, VA)
Appalachian State University (Boone, NC)
Applied Technology Services (Sunset Hills, MO)
Aquinas College (Grand Rapids, MI)
Aquinas Institute of Theology (Saint Louis, MO)
Arapahoe Community College (Littleton, CO)
Arcadia University (Glenside, PA)
Arclabs (Piedmont, SC)
Arizona Academy of Beauty-East (Tucson, AZ)
Arizona Board of Regents (Phoenix, AZ)
Arizona Christian University (Glendale, AZ)
Arizona College of Nursing-Fort Lauderdale (Fort Lauderdale, FL)
Arizona College of Nursing-Las Vegas (Las Vegas, NV)
Arizona College of Nursing-Phoenix (Phoenix, AZ)
Arizona College of Nursing-Tampa (Tampa, FL)
Arizona College of Nursing-Tempe (Tempe, AZ)
Arizona College of Nursing-Tucson (Tucson, AZ)
Arizona College-Dallas (Dallas, TX)
Arizona College-Glendale (Glendale, AZ)
Arizona College-Mesa (Mesa, AZ)
Arizona Culinary Institute (Scottsdale, AZ)
Arizona School of Acupuncture and Oriental Medicine (Tucson, AZ)
Arizona School of Integrative Studies (Tucson, AZ)
Arizona State University - Washington Center (Washington, DC)
Arizona State University Digital Immersion (Scottsdale, AZ)
Arizona State University-Downtown Phoenix (Phoenix, AZ)
Arizona State University-Main Campus (Tempe, AZ)
Arizona State University-Polytechnic (Mesa, AZ)
Arizona State University-West (Glendale, AZ)
Arizona Western College (Yuma, AZ)
Arkansas Baptist College (Little Rock, AR)
Arkansas Beauty College (Russellville, AR)
Arkansas Beauty School-Little Rock (Little Rock, AR)
Arkansas College of Barbering and Hair Design (North Little Rock, AR)
Arkansas Colleges of Health Education (Fort Smith, AR)
Arkansas Northeastern College (Blytheville, AR)
Arkansas State University (Jonesboro, AR)
Arkansas State University Mid-South (West Memphis, AR)
Arkansas State University System (Little Rock, AR)
Arkansas State University Three Rivers (Malvern, AR)
Arkansas State University-Beebe (Beebe, AR)
Arkansas State University-Mountain Home (Mountain Home, AR)
Arkansas State University-Newport (Newport, AR)
Arkansas Tech University (Russellville, AR)
Arkansas Welding Academy (Jacksonville, AR)
Arlington Baptist University (Arlington, TX)
Arlington Career Institute (Grand Prairie, TX)
Arnolds Beauty School (Milan, TN)
Arnot Ogden Medical Center (Elmira, NY)
Arrojo Cosmetology School (New York, NY)
Art Academy of Cincinnati (Cincinnati, OH)
Art Center College of Design (Pasadena, CA)
Arthur's Beauty College (Conway, AR)
Arthur's Beauty College (Fort Smith, AR)
Arthur's Beauty College (Jacksonville, AR)
Arthur's Beauty College (Jonesboro, AR)
Artistic Academy of Hair Design (Morris Plains, NJ)
Artistic Nails and Beauty Academy-Lakeland (Lakeland, FL)
Artistic Nails and Beauty Academy-Tampa (Tampa, FL)
Asbury Theological Seminary (Wilmore, KY)
Asbury University (Wilmore, KY)
Asher College (Sacramento, CA)
Asher Institute of Hampton (Hampton, VA)
Asheville-Buncombe Technical Community College (Asheville, NC)
Ashford University (San Diego, CA)
Ashland Community and Technical College (Ashland, KY)
Ashland County-West Holmes Career Center (Ashland, OH)
Ashland University (Ashland, OH)
Ashtabula County Technical and Career Campus (Jefferson, OH)
Asian-American International Beauty College (Westminster, CA)
Asnuntuck Community College (Enfield, CT)
Aspen Beauty Academy of Laurel (Laurel, MD)
Aspen University (Denver, CO)
Assabet Valley Regional Technical School (Marlborough, MA)
Associated Barber College of San Diego (San Diego, CA)
Associated Beth Rivkah Schools (Brooklyn, NY)
Associated Technical College-Los Angeles (Los Angeles, CA)
Associated Technical College-San Diego (San Diego, CA)
Assumption College for Sisters (Denville, NJ)
Assumption University (Worcester, MA)
Atelier Esthetique Institute of Esthetics (New York, NY)
Atenas College (Manati, PR)
Athena Career Academy (Toledo, OH)
Athenaeum of Ohio (Cincinnati, OH)
Athens State University (Athens, AL)
Athens Technical College (Athens, GA)
Atlanta Institute of Music and Media (Duluth, GA)
Atlanta Metropolitan State College (Atlanta, GA)
Atlanta School of Massage (Atlanta, GA)
Atlanta Technical College (Atlanta, GA)
Atlanta's John Marshall Law School (Atlanta, GA)
Atlantic Beauty & Spa Academy LLC (Egg Harbor Township, NJ)
Atlantic Cape Community College (Mays Landing, NJ)
Atlantic Institute of Oriental Medicine (Fort Lauderdale, FL)
Atlantic Technical College (Coconut Creek, FL)
Atlantic University College (Guaynabo, PR)
Atlantis University (Miami, FL)
Auburn Career Center (Concord Twp, OH)
Auburn University Main Campus (Auburn, AL)
Auburn University at Montgomery (Montgomery, AL)
Augusta School of Massage (Evans, GA)
Augusta Technical College (Augusta, GA)
